lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
10.963,1.801,0.916,-8.990,0.327,0.004,0.367,0.382,1.000,-0.655,8.334,8.351,11.468,695165836.953,9.038,8.647,8.173,8.228,8.085,8.724,10.980,14.098,695165839.583,11.667,11.276,10.501,10.858,10.714,11.353,10.557,0.948,4.066,inf,1.635,1.244,0.771,0.826,0.683,1.321,0.913,4.030,inf,1.599,1.208,0.735,0.790,0.647,1.285
9.545,1.970,0.477,-8.685,0.060,-0.053,-0.222,0.473,1.000,-0.891,7.794,8.180,11.510,345405984.727,8.853,8.305,8.025,7.724,7.897,8.389,9.932,13.261,345405986.479,10.604,10.057,9.475,9.475,9.648,10.141,9.174,0.306,3.635,inf,0.978,0.431,0.150,-0.151,0.022,0.515,0.270,3.599,inf,0.942,0.395,0.114,-0.187,-0.014,0.479
10.265,0.643,0.327,-10.502,-0.262,-1.498,-0.694,0.584,-1.000,-1.688,8.813,7.603,10.226,25982048.542,7.471,7.461,7.961,7.694,7.335,7.777,9.054,11.678,25982049.993,8.923,8.913,9.112,9.146,8.787,9.229,8.845,0.211,2.834,inf,0.079,0.070,0.569,0.303,-0.057,0.386,0.175,2.799,inf,0.044,0.034,0.534,0.267,-0.092,0.350
10.225,1.838,0.624,-8.730,0.124,0.076,0.119,0.664,1.000,-0.550,8.180,8.427,11.648,700944843.635,9.075,8.601,8.223,8.237,8.075,8.617,10.473,13.694,700944845.680,11.120,10.647,9.968,10.282,10.121,10.662,9.981,0.834,4.055,inf,1.481,1.008,0.630,0.643,0.482,1.023,0.798,4.019,inf,1.445,0.972,0.594,0.607,0.446,0.987
9.708,2.159,0.543,-8.474,0.191,0.149,-0.097,0.284,1.000,-0.651,7.823,8.355,11.729,631364148.251,9.112,8.457,8.126,7.942,8.131,8.646,10.240,13.614,631364150.136,10.997,10.342,9.710,9.827,10.016,10.531,9.526,0.519,3.893,inf,1.277,0.622,0.291,0.106,0.296,0.810,0.484,3.858,inf,1.241,0.586,0.255,0.071,0.260,0.775
9.362,1.030,0.377,-8.817,-0.034,-0.075,0.029,0.483,1.000,-1.007,7.811,8.096,11.389,247822092.963,8.679,8.217,7.950,7.539,7.817,8.276,9.648,12.940,247822094.514,10.230,9.768,9.200,9.091,9.368,9.827,8.790,0.357,3.650,inf,0.940,0.478,0.211,-0.200,0.078,0.537,0.322,3.614,inf,0.904,0.442,0.175,-0.236,0.042,0.501
9.204,1.246,0.309,-8.559,-0.080,0.155,0.017,0.562,1.000,-0.771,7.788,8.267,11.630,400504651.644,8.892,8.324,8.038,7.607,7.952,8.388,9.684,13.046,400504653.060,10.309,9.740,9.153,9.023,9.368,9.805,8.722,0.403,3.765,inf,1.028,0.459,0.173,-0.258,0.087,0.524,0.367,3.729,inf,0.992,0.423,0.137,-0.294,0.051,0.488
9.688,0.677,0.532,-8.759,0.033,0.209,-0.002,0.719,1.000,-0.934,7.825,8.150,11.453,348303645.404,8.823,8.303,7.903,7.646,7.808,8.319,10.012,13.316,348303647.266,10.685,10.166,9.464,9.508,9.671,10.181,9.207,0.618,3.921,inf,1.291,0.771,0.371,0.114,0.277,0.787,0.582,3.886,inf,1.255,0.736,0.335,0.078,0.241,0.751
10.041,1.305,0.335,-8.649,-0.167,0.219,0.176,0.719,1.000,-0.076,8.573,8.771,11.912,1212130706.789,9.208,8.845,8.512,8.588,8.380,8.825,10.240,13.380,1212130708.258,10.676,10.314,9.680,10.056,9.848,10.293,9.755,1.205,4.346,inf,1.642,1.279,0.946,1.021,0.814,1.259,1.169,4.310,inf,1.606,1.243,0.910,0.986,0.778,1.223
10.173,1.370,0.391,-8.622,-0.130,0.270,0.264,0.657,1.000,-0.029,8.593,8.805,11.948,1415522725.595,9.273,8.892,8.528,8.649,8.424,8.888,10.386,13.528,1415522727.175,10.853,10.472,9.807,10.229,10.005,10.468,9.928,1.267,4.409,inf,1.735,1.353,0.989,1.110,0.886,1.350,1.231,4.373,inf,1.699,1.318,0.954,1.074,0.850,1.314
10.862,1.712,0.027,-10.428,-0.550,-1.460,-1.000,0.755,-1.000,-0.418,10.010,8.523,10.861,164727672.926,7.993,7.991,8.855,9.006,8.145,8.487,9.375,11.712,164727673.778,8.844,8.842,9.406,9.858,8.996,9.338,9.557,1.109,3.446,inf,0.578,0.576,1.441,1.592,0.730,1.072,1.073,3.411,inf,0.543,0.540,1.405,1.556,0.694,1.037
9.798,0.432,0.611,-9.152,0.051,0.142,0.176,0.288,1.000,-1.373,7.778,7.831,11.049,147379150.325,8.445,8.070,7.612,7.341,7.647,8.184,9.851,13.069,147379152.345,10.465,10.089,9.331,9.361,9.667,10.204,9.060,0.392,3.610,inf,1.007,0.631,0.173,-0.098,0.208,0.745,0.356,3.575,inf,0.971,0.595,0.137,-0.134,0.173,0.709
10.250,1.044,0.117,-10.064,-0.414,-1.158,-0.092,0.625,0.000,-0.846,9.218,8.213,10.841,110279800.969,8.006,7.993,8.444,8.402,7.887,8.259,9.246,11.874,110279802.002,9.039,9.026,9.175,9.435,8.919,9.292,9.134,0.749,3.378,inf,0.543,0.530,0.980,0.939,0.423,0.796,0.713,3.342,inf,0.507,0.494,0.944,0.903,0.387,0.760
9.276,1.093,0.074,-8.713,-0.324,0.014,-0.014,0.592,1.000,-0.383,8.329,8.548,11.735,548460237.880,8.892,8.558,8.364,8.053,8.203,8.561,9.495,12.682,548460238.827,9.839,9.505,9.010,9.000,9.150,9.508,8.699,0.757,3.944,inf,1.101,0.767,0.573,0.262,0.412,0.770,0.721,3.908,inf,1.065,0.731,0.537,0.226,0.376,0.734
9.784,1.281,0.223,-8.780,-0.245,0.040,0.000,0.917,1.000,-0.240,8.540,8.652,11.769,754158877.966,9.004,8.708,8.457,8.421,8.235,8.643,9.896,13.012,754158879.209,10.247,9.951,9.400,9.664,9.479,9.886,9.363,1.007,4.124,inf,1.359,1.063,0.813,0.776,0.590,0.998,0.971,4.088,inf,1.323,1.027,0.777,0.740,0.555,0.962
9.701,0.706,0.389,-9.160,-0.112,-0.192,0.322,0.314,1.000,-1.036,8.124,8.075,11.204,195345730.685,8.499,8.235,7.970,7.712,7.860,8.323,9.652,12.781,195345732.262,10.076,9.812,9.246,9.289,9.437,9.900,8.988,0.540,3.669,inf,0.964,0.700,0.434,0.176,0.324,0.787,0.504,3.633,inf,0.928,0.664,0.399,0.140,0.288,0.751
10.417,1.258,0.076,-10.136,-0.478,-1.199,0.000,0.749,-1.000,-0.669,9.467,8.341,10.889,135398476.920,8.038,8.030,8.584,8.633,7.978,8.337,9.291,11.839,135398477.870,8.988,8.980,9.234,9.583,8.928,9.287,9.282,0.883,3.431,inf,0.580,0.572,1.127,1.175,0.520,0.879,0.847,3.395,inf,0.544,0.536,1.091,1.140,0.485,0.843
9.100,0.555,0.555,-9.060,0.147,-0.130,-0.566,0.585,1.000,-1.869,7.192,7.472,10.862,72566006.629,8.216,7.684,7.354,6.622,7.215,7.733,9.381,12.771,72566008.538,10.125,9.593,8.961,8.531,9.123,9.642,8.230,-0.210,3.180,inf,0.534,0.002,-0.328,-1.059,-0.467,0.051,-0.246,3.144,inf,0.498,-0.034,-0.364,-1.095,-0.503,0.015
9.820,1.330,0.284,-9.110,-0.189,-0.283,0.005,0.674,1.000,-0.656,8.454,8.351,11.408,325378748.666,8.662,8.453,8.274,8.169,8.003,8.431,9.716,12.774,325378750.032,10.027,9.819,9.338,9.534,9.368,9.796,9.233,0.708,3.766,inf,1.019,0.811,0.631,0.526,0.360,0.788,0.673,3.730,inf,0.983,0.775,0.595,0.491,0.324,0.752
9.641,1.587,0.443,-8.518,0.015,0.139,0.312,0.526,1.000,-0.561,7.957,8.420,11.749,649424008.347,9.085,8.505,8.194,7.995,8.102,8.583,10.104,13.433,649424010.031,10.770,10.190,9.577,9.680,9.786,10.268,9.379,0.659,3.988,inf,1.324,0.745,0.433,0.235,0.341,0.822,0.623,3.952,inf,1.288,0.709,0.397,0.199,0.305,0.786
10.489,1.096,0.641,-8.957,0.078,-0.007,0.173,0.840,1.000,-0.549,8.408,8.428,11.535,630416476.436,8.970,8.636,8.253,8.281,8.042,8.589,10.509,13.615,630416478.516,11.051,10.717,10.033,10.361,10.122,10.670,10.060,1.009,4.115,inf,1.551,1.217,0.834,0.861,0.622,1.170,0.973,4.080,inf,1.515,1.181,0.798,0.826,0.587,1.134
9.061,1.393,0.596,-8.746,0.226,-0.059,-0.517,0.225,1.000,-1.675,7.071,7.612,11.110,105861561.619,8.490,7.773,7.467,6.760,7.482,8.014,9.602,13.099,105861563.608,10.479,9.762,9.155,8.749,9.471,10.003,8.448,-0.359,3.139,inf,0.518,-0.199,-0.504,-1.211,-0.489,0.042,-0.395,3.103,inf,0.483,-0.235,-0.540,-1.247,-0.525,0.007
9.927,2.180,0.252,-8.643,-0.132,0.048,-0.155,0.434,1.000,-0.018,8.625,8.813,11.942,1210079467.179,9.198,8.860,8.613,8.664,8.492,8.909,10.115,13.244,1210079468.481,10.500,10.162,9.614,9.966,9.794,10.211,9.665,1.065,4.193,inf,1.450,1.112,0.865,0.916,0.743,1.161,1.029,4.158,inf,1.414,1.076,0.829,0.880,0.707,1.125
9.817,1.413,0.363,-8.488,-0.109,0.339,-0.231,0.598,1.000,-0.195,8.293,8.685,11.936,1127322852.489,9.243,8.745,8.385,8.371,8.327,8.781,10.209,13.460,1127322854.013,10.767,10.269,9.608,9.895,9.851,10.306,9.594,1.025,4.276,inf,1.583,1.084,0.725,0.711,0.667,1.121,0.989,4.240,inf,1.547,1.049,0.689,0.675,0.631,1.085
9.382,1.978,0.308,-8.454,-0.089,0.136,-0.155,0.409,1.000,-0.486,7.968,8.474,11.816,660263441.380,9.086,8.511,8.248,7.948,8.188,8.624,9.888,13.229,660263442.794,10.500,9.925,9.361,9.361,9.602,10.038,9.060,0.522,3.864,inf,1.135,0.560,0.297,-0.004,0.237,0.673,0.487,3.828,inf,1.099,0.524,0.261,-0.040,0.201,0.637
9.417,2.099,0.338,-8.630,0.026,-0.098,-0.523,0.607,1.000,-0.687,7.943,8.328,11.633,434268354.273,8.913,8.406,8.186,7.853,7.997,8.443,9.802,13.107,434268355.747,10.387,9.879,9.359,9.327,9.471,9.916,9.026,0.370,3.676,inf,0.955,0.448,0.229,-0.105,0.039,0.485,0.335,3.640,inf,0.919,0.412,0.193,-0.140,0.003,0.449
9.140,1.559,0.433,-8.513,0.065,0.016,-0.222,0.398,1.000,-1.037,7.476,8.075,11.527,295765519.511,8.844,8.151,7.897,7.322,7.825,8.303,9.739,13.191,295765521.175,10.509,9.815,9.260,8.987,9.489,9.967,8.686,0.099,3.551,inf,0.868,0.175,-0.080,-0.654,-0.151,0.326,0.063,3.515,inf,0.832,0.139,-0.115,-0.690,-0.187,0.291
9.236,1.702,0.273,-8.156,-0.107,0.397,-0.155,0.365,1.000,-0.265,7.892,8.634,12.069,1126449974.827,9.329,8.602,8.315,7.967,8.352,8.776,9.978,13.413,1126449976.171,10.672,9.946,9.358,9.311,9.696,10.120,9.010,0.670,4.105,inf,1.365,0.638,0.351,0.003,0.388,0.812,0.635,4.069,inf,1.329,0.603,0.315,-0.033,0.352,0.777
10.754,1.865,0.842,-8.328,0.279,0.613,0.483,0.363,1.000,-0.056,8.271,8.785,12.081,2637623161.528,9.632,8.942,8.388,8.566,8.492,9.106,11.268,14.564,2637623164.011,12.115,11.425,10.570,11.049,10.975,11.589,10.748,1.333,4.629,inf,2.180,1.490,0.936,1.114,1.040,1.654,1.297,4.594,inf,2.144,1.455,0.900,1.078,1.004,1.618
9.553,1.150,0.372,-9.107,-0.064,-0.329,0.192,0.518,1.000,-1.096,8.011,8.032,11.202,173243466.658,8.487,8.186,7.975,7.654,7.747,8.204,9.574,12.744,173243468.200,10.029,9.728,9.216,9.195,9.289,9.746,8.894,0.334,3.504,inf,0.789,0.488,0.277,-0.044,0.049,0.506,0.298,3.468,inf,0.753,0.452,0.241,-0.080,0.013,0.471
9.255,1.375,0.126,-8.775,-0.270,-0.052,-0.240,0.672,1.000,-0.571,8.205,8.413,11.615,398367773.152,8.793,8.449,8.254,7.911,8.060,8.435,9.463,12.666,398367774.202,9.843,9.499,9.003,8.961,9.110,9.486,8.660,0.536,3.739,inf,0.916,0.573,0.377,0.034,0.184,0.559,0.501,3.703,inf,0.881,0.537,0.342,-0.002,0.148,0.523
9.876,1.683,0.519,-8.625,0.062,0.091,-0.038,0.754,1.000,-0.586,8.039,8.402,11.683,628898106.818,9.057,8.528,8.193,8.088,8.033,8.539,10.238,13.520,628898108.654,10.893,10.364,9.728,9.924,9.869,10.376,9.623,0.712,3.994,inf,1.368,0.839,0.503,0.399,0.344,0.850,0.677,3.958,inf,1.332,0.803,0.468,0.363,0.308,0.814
10.433,1.807,-0.017,-8.754,-0.542,0.105,0.250,0.952,1.000,0.916,9.669,9.490,12.326,4136281142.047,9.475,9.368,9.260,9.641,9.000,9.328,10.253,13.090,4136281142.810,10.239,10.132,9.723,10.405,9.764,10.092,10.104,1.962,4.799,inf,1.948,1.841,1.733,2.114,1.473,1.801,1.927,4.763,inf,1.912,1.805,1.697,2.078,1.437,1.765
10.121,1.041,0.521,-8.725,0.008,0.158,0.079,0.758,1.000,-0.445,8.280,8.504,11.700,763804585.771,9.079,8.647,8.270,8.254,8.126,8.633,10.344,13.541,763804587.612,10.919,10.488,9.810,10.095,9.967,10.474,9.794,1.008,4.205,inf,1.583,1.152,0.775,0.759,0.631,1.138,0.973,4.169,inf,1.547,1.116,0.739,0.723,0.595,1.102
9.528,1.502,0.218,-9.186,-0.197,-0.558,0.079,0.849,0.000,-0.892,8.293,8.180,11.259,194435984.746,8.473,8.273,8.201,7.892,7.812,8.218,9.414,12.493,194435985.981,9.707,9.507,9.134,9.126,9.046,9.452,8.825,0.390,3.470,inf,0.683,0.484,0.412,0.102,0.022,0.428,0.354,3.434,inf,0.648,0.448,0.376,0.067,-0.013,0.393
9.367,1.354,0.378,-8.589,-0.033,0.155,-0.105,0.644,1.000,-0.775,7.814,8.265,11.613,412001019.338,8.910,8.345,8.035,7.699,7.930,8.389,9.818,13.166,412001020.892,10.463,9.899,9.288,9.252,9.483,9.943,8.951,0.443,3.791,inf,1.088,0.523,0.213,-0.123,0.108,0.567,0.407,3.755,inf,1.052,0.487,0.177,-0.159,0.072,0.531
9.879,0.841,0.654,-8.789,0.125,0.191,0.279,0.221,1.000,-1.016,7.773,8.090,11.399,328772198.080,8.828,8.282,7.851,7.661,7.924,8.476,10.196,13.506,328772200.186,10.934,10.388,9.656,9.767,10.030,10.582,9.466,0.571,3.881,inf,1.309,0.763,0.332,0.142,0.406,0.957,0.536,3.845,inf,1.273,0.727,0.296,0.106,0.370,0.921
9.465,2.266,0.578,-8.585,0.259,-0.037,-0.398,0.482,1.000,-1.072,7.512,8.049,11.475,300518362.543,8.863,8.178,7.890,7.496,7.773,8.299,10.002,13.428,300518364.496,10.816,10.131,9.542,9.449,9.727,10.252,9.148,0.086,3.511,inf,0.900,0.215,-0.074,-0.468,-0.190,0.336,0.050,3.475,inf,0.864,0.179,-0.109,-0.503,-0.226,0.300
9.480,1.962,-0.057,-8.878,-0.466,-0.262,-0.301,0.457,1.000,-0.082,8.795,8.766,11.794,678947239.949,8.894,8.718,8.676,8.531,8.441,8.756,9.451,12.479,678947240.634,9.579,9.402,9.059,9.215,9.126,9.440,8.914,0.864,3.892,inf,0.992,0.815,0.773,0.628,0.538,0.853,0.828,3.856,inf,0.956,0.779,0.737,0.592,0.503,0.817
10.233,1.761,0.853,-8.500,0.352,0.307,0.322,0.218,1.000,-0.771,7.730,8.268,11.659,711673142.254,9.193,8.454,7.985,7.940,8.089,8.707,10.771,14.162,711673144.757,11.697,10.957,10.187,10.443,10.593,11.210,10.142,0.688,4.079,inf,1.613,0.874,0.405,0.360,0.509,1.127,0.652,4.043,inf,1.577,0.838,0.369,0.324,0.473,1.091
10.258,0.486,0.661,-9.177,0.013,0.122,0.041,0.596,1.000,-1.040,8.137,8.073,11.194,255163107.634,8.625,8.320,7.858,7.747,7.765,8.318,10.193,13.315,255163109.755,10.746,10.441,9.677,9.867,9.885,10.439,9.566,0.707,3.828,inf,1.259,0.954,0.492,0.381,0.399,0.952,0.671,3.792,inf,1.223,0.918,0.456,0.345,0.363,0.917
9.501,1.884,0.580,-8.852,0.169,-0.231,-0.046,0.215,1.000,-1.310,7.542,7.877,11.229,172407043.863,8.612,8.059,7.788,7.374,7.732,8.259,9.836,13.188,172407045.822,10.571,10.018,9.446,9.333,9.691,10.218,9.032,-0.001,3.351,inf,0.734,0.181,-0.090,-0.504,-0.146,0.380,-0.037,3.315,inf,0.698,0.145,-0.126,-0.540,-0.182,0.344
10.868,0.854,0.593,-10.395,-0.090,-1.353,-0.296,0.477,0.000,-1.511,8.884,7.731,10.363,49252665.509,7.746,7.731,8.037,7.847,7.482,8.013,9.715,12.347,49252667.493,9.730,9.715,9.720,9.831,9.466,9.997,9.530,0.398,3.029,inf,0.413,0.397,0.704,0.513,0.149,0.680,0.362,2.994,inf,0.377,0.362,0.668,0.477,0.113,0.644
9.787,0.922,0.413,-10.082,-0.102,-1.108,0.041,0.263,0.000,-1.919,8.163,7.436,10.327,24900086.547,7.609,7.555,7.660,7.293,7.297,7.768,9.060,11.951,24900088.171,9.233,9.179,8.983,8.917,8.921,9.392,8.616,-0.129,2.763,inf,0.045,-0.009,0.096,-0.271,-0.267,0.204,-0.164,2.727,inf,0.009,-0.045,0.060,-0.307,-0.303,0.168
9.617,1.496,0.461,-8.418,0.016,0.372,0.230,0.604,1.000,-0.521,7.897,8.449,11.818,755434137.336,9.164,8.519,8.141,7.980,8.108,8.596,10.169,13.538,755434139.057,10.884,10.239,9.560,9.700,9.829,10.316,9.399,0.697,4.066,inf,1.412,0.767,0.389,0.228,0.357,0.844,0.661,4.030,inf,1.376,0.731,0.353,0.192,0.321,0.808
10.322,1.533,0.716,-8.978,0.205,-0.148,0.181,0.369,1.000,-0.886,8.091,8.184,11.366,378426688.980,8.829,8.423,8.061,8.010,7.936,8.508,10.415,13.596,378426691.211,11.060,10.654,9.991,10.241,10.167,10.739,9.940,0.662,3.844,inf,1.307,0.902,0.540,0.488,0.415,0.987,0.626,3.808,inf,1.271,0.866,0.504,0.453,0.379,0.951
10.796,1.833,-0.033,-10.421,-0.601,-1.470,-0.523,0.851,-1.000,-0.358,10.063,8.567,10.893,171345446.235,7.997,7.995,8.902,9.073,8.167,8.490,9.299,11.625,171345446.968,8.729,8.727,9.333,9.806,8.900,9.223,9.505,1.127,3.453,inf,0.557,0.555,1.462,1.634,0.728,1.050,1.091,3.417,inf,0.521,0.519,1.426,1.598,0.692,1.014
9.093,0.927,0.316,-8.770,-0.092,0.160,-0.694,0.717,1.000,-1.106,7.664,8.025,11.366,213086185.858,8.623,8.120,7.797,7.283,7.693,8.132,9.454,12.796,213086187.287,10.052,9.550,8.925,8.713,9.123,9.562,8.412,0.208,3.549,inf,0.806,0.303,-0.020,-0.534,-0.124,0.315,0.172,3.513,inf,0.770,0.268,-0.056,-0.570,-0.159,0.279
10.573,1.430,-0.039,-10.075,-0.614,-1.109,-0.040,0.842,-1.000,-0.221,9.854,8.666,11.131,264842218.760,8.235,8.230,8.873,9.050,8.260,8.581,9.385,11.850,264842219.479,8.954,8.949,9.291,9.770,8.980,9.300,9.469,1.221,3.685,inf,0.790,0.785,1.428,1.605,0.815,1.135,1.185,3.650,inf,0.754,0.749,1.392,1.569,0.779,1.100
9.685,1.803,0.547,-8.294,0.113,0.374,-0.046,0.433,1.000,-0.500,7.793,8.464,11.890,917581399.417,9.279,8.529,8.155,7.990,8.171,8.686,10.355,13.781,917581401.308,11.171,10.421,9.745,9.881,10.062,10.577,9.580,0.679,4.105,inf,1.495,0.745,0.370,0.205,0.386,0.902,0.643,4.069,inf,1.459,0.709,0.334,0.169,0.350,0.866
10.049,2.432,0.550,-8.387,0.149,0.342,0.000,0.688,1.000,-0.237,8.151,8.655,11.967,1348019813.200,9.366,8.745,8.354,8.392,8.279,8.796,10.553,13.865,1348019815.099,11.264,10.644,9.952,10.290,10.178,10.694,9.989,0.920,4.233,inf,1.632,1.011,0.620,0.658,0.545,1.062,0.885,4.197,inf,1.596,0.975,0.584,0.622,0.509,1.026
9.149,0.568,0.501,-9.136,0.085,-0.202,-0.371,0.736,1.000,-1.787,7.349,7.531,10.863,73010103.789,8.192,7.741,7.437,6.755,7.236,7.736,9.332,12.663,73010105.589,9.993,9.542,8.937,8.556,9.036,9.537,8.254,-0.138,3.193,inf,0.523,0.072,-0.232,-0.914,-0.433,0.067,-0.174,3.158,inf,0.487,0.036,-0.268,-0.950,-0.469,0.031
9.453,1.185,0.367,-8.803,-0.055,-0.044,0.005,0.362,1.000,-0.882,7.921,8.187,11.455,299168662.207,8.743,8.302,8.028,7.704,7.941,8.397,9.719,12.987,299168663.739,10.276,9.834,9.259,9.236,9.474,9.930,8.935,0.442,3.710,inf,0.999,0.557,0.283,-0.041,0.197,0.653,0.406,3.674,inf,0.963,0.521,0.247,-0.077,0.161,0.617
9.487,1.809,0.710,-8.380,0.300,0.237,-0.097,0.280,1.000,-1.110,7.270,8.022,11.559,371374589.776,9.012,8.137,7.767,7.375,7.827,8.397,10.239,13.777,371374591.993,11.230,10.355,9.683,9.593,10.044,10.614,9.292,0.151,3.689,inf,1.142,0.267,-0.103,-0.495,-0.043,0.526,0.116,3.653,inf,1.106,0.231,-0.139,-0.531,-0.079,0.491
9.324,2.112,0.236,-8.610,-0.063,-0.106,-0.398,0.528,1.000,-0.555,8.055,8.424,11.705,493842153.283,8.938,8.470,8.283,7.927,8.105,8.517,9.693,12.975,493842154.553,10.207,9.739,9.252,9.197,9.375,9.786,8.896,0.419,3.701,inf,0.933,0.465,0.279,-0.078,0.100,0.512,0.383,3.665,inf,0.897,0.429,0.243,-0.113,0.064,0.476
9.861,2.222,0.579,-8.573,0.205,0.097,-0.523,0.231,1.000,-0.669,7.905,8.342,11.670,598001627.839,9.071,8.474,8.131,8.009,8.149,8.676,10.298,13.627,598001629.795,11.027,10.430,9.786,9.966,10.106,10.632,9.665,0.561,3.890,inf,1.290,0.693,0.350,0.229,0.369,0.895,0.525,3.854,inf,1.255,0.657,0.315,0.193,0.333,0.859
9.530,0.885,0.511,-8.734,0.035,0.223,-0.092,0.460,1.000,-1.023,7.711,8.085,11.423,293119078.149,8.779,8.227,7.834,7.537,7.813,8.317,9.904,13.243,293119079.969,10.599,10.047,9.352,9.356,9.632,10.136,9.055,0.447,3.786,inf,1.142,0.590,0.197,-0.100,0.176,0.679,0.412,3.750,inf,1.106,0.554,0.161,-0.136,0.140,0.643
9.049,1.072,0.208,-8.665,-0.160,0.020,-0.296,0.526,1.000,-0.830,7.835,8.224,11.548,316908036.348,8.759,8.272,8.043,7.497,7.922,8.325,9.439,12.762,316908037.562,9.973,9.487,8.956,8.711,9.136,9.539,8.410,0.342,3.665,inf,0.876,0.390,0.160,-0.386,0.039,0.442,0.306,3.630,inf,0.840,0.354,0.124,-0.422,0.003,0.406
9.904,0.595,0.570,-9.083,0.037,-0.102,0.195,0.287,1.000,-1.117,7.965,8.017,11.204,216683709.957,8.588,8.230,7.880,7.631,7.818,8.342,9.955,13.143,216683711.896,10.527,10.169,9.518,9.570,9.757,10.281,9.269,0.561,3.749,inf,1.133,0.775,0.425,0.176,0.363,0.887,0.525,3.713,inf,1.097,0.739,0.389,0.140,0.327,0.851
10.121,0.535,0.505,-9.671,-0.062,-0.677,0.005,0.501,0.000,-1.359,8.313,7.842,10.797,93028784.972,8.140,8.029,7.909,7.645,7.577,8.079,9.650,12.604,93028786.780,9.948,9.836,9.416,9.453,9.385,9.887,9.152,0.444,3.399,inf,0.743,0.631,0.512,0.248,0.180,0.681,0.408,3.363,inf,0.707,0.595,0.476,0.212,0.144,0.645
9.530,1.573,0.508,-8.751,0.093,-0.123,-0.150,0.583,1.000,-1.036,7.716,8.076,11.409,271526156.491,8.763,8.221,7.946,7.596,7.771,8.273,9.890,13.223,271526158.305,10.578,10.035,9.460,9.411,9.585,10.088,9.110,0.272,3.605,inf,0.960,0.417,0.143,-0.207,-0.033,0.470,0.236,3.569,inf,0.924,0.382,0.107,-0.243,-0.069,0.434
9.354,1.636,0.588,-8.721,0.194,-0.137,-0.155,0.177,1.000,-1.340,7.381,7.855,11.281,181127985.040,8.666,8.012,7.734,7.226,7.740,8.269,9.829,13.254,181127987.013,10.640,9.986,9.406,9.199,9.713,10.243,8.898,-0.039,3.387,inf,0.772,0.119,-0.160,-0.668,-0.154,0.375,-0.075,3.351,inf,0.737,0.083,-0.196,-0.704,-0.190,0.339
9.152,1.273,-0.110,-8.649,-0.492,0.055,-0.398,0.779,1.000,-0.074,8.575,8.772,11.912,785174962.768,8.986,8.709,8.570,8.271,8.369,8.666,9.350,12.490,785174963.346,9.564,9.287,8.847,8.849,8.947,9.244,8.548,0.877,4.017,inf,1.090,0.814,0.675,0.376,0.474,0.770,0.841,3.981,inf,1.055,0.778,0.639,0.340,0.438,0.735
10.362,1.863,0.483,-9.008,-0.033,-0.168,0.230,0.451,1.000,-0.411,8.597,8.528,11.574,643377890.100,8.934,8.684,8.408,8.489,8.224,8.718,10.293,13.338,643377891.864,10.699,10.448,9.871,10.253,9.988,10.483,9.952,0.973,4.019,inf,1.380,1.129,0.853,0.934,0.669,1.164,0.938,3.983,inf,1.344,1.093,0.817,0.898,0.633,1.128
10.000,2.079,-0.524,-9.839,-0.918,-1.125,-0.699,0.807,-1.000,0.410,10.250,9.123,11.545,520665948.427,8.426,8.423,9.330,9.537,8.687,8.846,8.874,11.296,520665948.177,8.177,8.173,8.779,9.287,8.438,8.596,8.986,1.418,3.840,inf,0.721,0.717,1.624,1.831,0.982,1.140,1.382,3.804,inf,0.685,0.682,1.588,1.795,0.946,1.105
9.750,2.304,0.451,-8.598,0.093,0.038,-0.155,0.252,1.000,-0.549,8.049,8.428,11.714,627306232.183,9.054,8.531,8.237,8.099,8.216,8.700,10.129,13.415,627306233.884,10.755,10.232,9.637,9.799,9.917,10.401,9.498,0.588,3.874,inf,1.215,0.692,0.398,0.259,0.377,0.860,0.553,3.839,inf,1.179,0.656,0.362,0.223,0.341,0.825
9.155,0.908,0.719,-8.721,0.302,0.213,-0.296,0.574,1.000,-1.802,6.918,7.520,11.063,103755227.161,8.501,7.704,7.281,6.640,7.262,7.835,9.757,13.300,103755229.398,10.738,9.941,9.217,8.877,9.499,10.072,8.576,-0.265,3.278,inf,0.716,-0.081,-0.504,-1.145,-0.523,0.050,-0.301,3.242,inf,0.680,-0.117,-0.540,-1.181,-0.559,0.014
