lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
9.486,1.070,-0.042,-9.256,-0.469,-0.491,0.041,0.776,0.000,-0.485,8.772,8.475,11.415,287336735.219,8.511,8.416,8.468,8.252,8.096,8.416,9.189,12.129,287336735.933,9.225,9.130,8.882,8.966,8.810,9.130,8.665,0.772,3.713,inf,0.808,0.713,0.766,0.549,0.394,0.713,0.736,3.677,inf,0.772,0.677,0.730,0.514,0.358,0.677
9.803,1.314,0.247,-8.705,-0.223,0.118,0.146,0.656,1.000,-0.195,8.511,8.685,11.828,874223258.750,9.076,8.741,8.462,8.443,8.314,8.730,9.978,13.120,874223260.043,10.369,10.034,9.454,9.736,9.607,10.022,9.435,1.040,4.183,inf,1.431,1.096,0.817,0.798,0.669,1.085,1.004,4.147,inf,1.395,1.060,0.782,0.762,0.633,1.049
9.980,0.601,0.438,-10.605,-0.106,-1.619,-0.393,0.863,-1.000,-2.300,8.305,7.160,9.886,9962007.511,7.169,7.154,7.567,7.113,6.871,7.350,8.835,11.561,9962009.186,8.844,8.829,8.941,8.788,8.546,9.025,8.487,-0.280,2.447,inf,-0.270,-0.285,0.127,-0.326,-0.569,-0.089,-0.316,2.411,inf,-0.306,-0.321,0.091,-0.362,-0.605,-0.125
9.336,1.639,0.425,-8.242,0.033,0.337,-0.262,0.336,1.000,-0.553,7.689,8.425,11.890,770764480.220,9.217,8.447,8.130,7.776,8.172,8.647,10.073,13.538,770764481.868,10.865,10.094,9.476,9.423,9.819,10.294,9.122,0.523,3.988,inf,1.315,0.544,0.228,-0.127,0.270,0.745,0.487,3.952,inf,1.279,0.509,0.192,-0.163,0.234,0.709
9.992,1.063,0.644,-8.894,0.148,-0.035,0.079,0.550,1.000,-0.988,7.906,8.110,11.360,314366008.425,8.784,8.318,7.950,7.789,7.811,8.359,10.196,13.446,314366010.511,10.870,10.404,9.734,9.875,9.897,10.445,9.574,0.576,3.825,inf,1.249,0.783,0.415,0.254,0.276,0.824,0.540,3.790,inf,1.213,0.747,0.379,0.219,0.240,0.788
10.626,1.781,0.640,-8.799,0.092,0.108,0.236,0.645,1.000,-0.251,8.548,8.644,11.754,1140363246.583,9.197,8.829,8.425,8.563,8.279,8.825,10.722,13.832,1140363248.662,11.276,10.907,10.203,10.642,10.357,10.904,10.341,1.170,4.280,inf,1.724,1.355,0.952,1.090,0.805,1.352,1.135,4.245,inf,1.688,1.319,0.916,1.054,0.769,1.316
9.267,0.243,0.727,-8.059,0.269,1.231,-0.265,0.238,1.000,-1.044,7.015,8.070,11.751,842869744.388,9.215,8.114,7.466,7.001,7.895,8.470,10.322,14.003,842869746.641,11.467,10.366,9.418,9.253,10.147,10.723,8.952,0.562,4.243,inf,1.707,0.606,-0.041,-0.507,0.387,0.962,0.526,4.207,inf,1.671,0.570,-0.077,-0.543,0.351,0.927
9.267,1.852,0.425,-8.431,0.042,0.130,-0.301,0.500,1.000,-0.812,7.618,8.237,11.674,441622809.548,8.994,8.297,8.017,7.575,7.941,8.416,9.886,13.323,441622811.197,10.643,9.946,9.365,9.224,9.590,10.065,8.923,0.256,3.693,inf,1.012,0.316,0.036,-0.406,-0.040,0.435,0.220,3.657,inf,0.977,0.280,-0.000,-0.442,-0.076,0.399
9.435,1.271,0.476,-8.985,0.055,-0.229,0.022,0.647,1.000,-1.300,7.685,7.884,11.167,147977095.316,8.498,8.061,7.795,7.379,7.579,8.071,9.634,12.917,147977097.065,10.247,9.810,9.243,9.129,9.329,9.820,8.828,0.111,3.394,inf,0.724,0.287,0.021,-0.394,-0.194,0.298,0.075,3.358,inf,0.689,0.251,-0.015,-0.430,-0.230,0.262
9.698,0.933,0.156,-8.663,-0.345,0.305,-0.092,0.480,1.000,-0.075,8.587,8.771,11.905,1019769325.772,9.112,8.793,8.482,8.463,8.439,8.824,9.882,13.016,1019769326.883,10.223,9.904,9.292,9.574,9.549,9.935,9.273,1.177,4.311,inf,1.517,1.198,0.888,0.869,0.844,1.230,1.141,4.275,inf,1.482,1.163,0.852,0.833,0.808,1.194
9.751,0.543,0.758,-9.524,0.249,-0.553,0.000,0.177,0.000,-2.088,7.436,7.313,10.526,40205681.472,7.976,7.651,7.345,6.837,7.241,7.827,9.628,12.841,40205683.787,10.291,9.966,9.358,9.152,9.556,10.142,8.851,-0.166,3.047,inf,0.497,0.171,-0.135,-0.642,-0.238,0.348,-0.202,3.012,inf,0.461,0.136,-0.170,-0.678,-0.274,0.313
9.013,1.439,0.212,-8.520,-0.151,0.158,-0.103,0.204,1.000,-0.729,7.791,8.298,11.669,398596455.856,8.884,8.321,8.067,7.538,8.127,8.531,9.520,12.890,398596457.077,10.106,9.542,8.987,8.760,9.348,9.752,8.459,0.291,3.661,inf,0.877,0.313,0.059,-0.469,0.119,0.523,0.255,3.626,inf,0.841,0.278,0.024,-0.505,0.084,0.487
10.045,1.549,0.052,-9.972,-0.425,-1.212,-0.155,0.742,0.000,-0.829,9.143,8.226,10.896,110769911.085,8.028,8.012,8.475,8.404,7.873,8.224,9.128,11.798,110769911.988,8.931,8.915,9.077,9.306,8.776,9.127,9.005,0.618,3.288,inf,0.421,0.405,0.868,0.796,0.266,0.617,0.582,3.253,inf,0.385,0.369,0.832,0.760,0.230,0.581
10.158,1.414,0.707,-8.411,0.188,0.478,0.398,0.374,1.000,-0.464,7.947,8.490,11.847,1082120218.692,9.318,8.623,8.144,8.160,8.216,8.785,10.701,14.059,1082120220.903,11.529,10.835,10.054,10.372,10.427,10.996,10.071,0.940,4.298,inf,1.768,1.074,0.594,0.610,0.666,1.235,0.904,4.262,inf,1.732,1.038,0.558,0.575,0.630,1.199
10.149,1.954,0.936,-8.462,0.446,0.324,0.380,0.141,1.000,-0.982,7.480,8.114,11.578,555702386.509,9.148,8.309,7.828,7.721,8.012,8.657,10.784,14.248,555702389.178,11.818,10.979,10.196,10.390,10.681,11.326,10.089,0.480,3.944,inf,1.514,0.675,0.193,0.087,0.377,1.023,0.444,3.908,inf,1.478,0.639,0.158,0.051,0.342,0.987
10.455,1.647,0.324,-8.755,-0.203,0.109,0.312,0.629,1.000,0.253,9.008,9.009,12.013,1949809156.355,9.313,9.073,8.785,9.012,8.618,9.060,10.456,13.460,1949809157.802,10.760,10.520,9.931,10.459,10.065,10.507,10.158,1.508,4.512,inf,1.812,1.572,1.284,1.511,1.117,1.558,1.472,4.476,inf,1.777,1.536,1.248,1.475,1.081,1.523
10.114,1.344,0.256,-9.958,-0.256,-1.077,-0.393,0.824,-1.000,-1.155,8.804,7.989,10.749,80502941.367,7.974,7.944,8.195,8.087,7.641,8.060,9.300,12.059,80502942.677,9.284,9.254,9.204,9.397,8.951,9.370,9.096,0.438,3.198,inf,0.423,0.393,0.644,0.536,0.090,0.508,0.402,3.162,inf,0.387,0.357,0.608,0.500,0.054,0.473
9.444,1.043,0.476,-8.469,0.055,0.288,-0.285,0.628,1.000,-0.776,7.694,8.264,11.672,500282268.178,9.018,8.346,7.988,7.660,7.933,8.425,10.014,13.422,500282269.929,10.769,10.096,9.437,9.411,9.683,10.175,9.110,0.553,3.961,inf,1.307,0.635,0.277,-0.051,0.222,0.714,0.517,3.925,inf,1.271,0.599,0.241,-0.087,0.186,0.678
9.360,0.789,0.652,-8.692,0.204,0.255,-0.296,0.233,1.000,-1.435,7.257,7.786,11.250,180702083.315,8.665,7.953,7.528,7.053,7.636,8.187,9.889,13.353,180702085.418,10.768,10.056,9.331,9.156,9.740,10.290,8.855,0.117,3.581,inf,0.996,0.284,-0.140,-0.616,-0.032,0.519,0.081,3.545,inf,0.961,0.248,-0.176,-0.652,-0.068,0.483
9.041,1.263,-0.053,-8.028,-0.419,0.655,-0.222,0.637,1.000,0.320,8.349,9.058,12.408,2415232438.028,9.522,8.921,8.642,8.345,8.662,8.977,9.751,13.101,2415232438.721,10.215,9.614,9.034,9.038,9.354,9.670,8.737,1.114,4.464,inf,1.578,0.977,0.698,0.401,0.718,1.033,1.078,4.429,inf,1.542,0.942,0.663,0.366,0.682,0.998
10.340,1.127,-0.149,-10.531,-0.693,-1.608,-0.523,0.804,-1.000,-0.690,9.841,8.326,10.681,80680184.190,7.717,7.716,8.713,8.745,7.954,8.238,8.826,11.181,80680184.689,8.217,8.215,8.911,9.244,8.454,8.737,8.943,0.870,3.225,inf,0.261,0.260,1.257,1.289,0.498,0.782,0.834,3.189,inf,0.225,0.224,1.221,1.253,0.462,0.746
9.900,2.073,0.589,-8.556,0.210,0.127,0.079,0.370,1.000,-0.633,7.923,8.367,11.696,650130133.295,9.103,8.499,8.146,8.044,8.104,8.634,10.344,13.673,650130135.272,11.080,10.476,9.822,10.021,10.082,10.611,9.720,0.624,3.953,inf,1.360,0.756,0.403,0.301,0.361,0.891,0.588,3.917,inf,1.324,0.720,0.367,0.265,0.326,0.855
9.310,1.600,0.020,-8.704,-0.368,-0.132,-0.434,0.732,1.000,-0.233,8.471,8.657,11.810,647201997.482,8.944,8.645,8.523,8.238,8.273,8.613,9.496,12.649,647201998.321,9.783,9.484,9.060,9.077,9.112,9.452,8.776,0.751,3.904,inf,1.038,0.739,0.617,0.332,0.367,0.707,0.715,3.868,inf,1.003,0.703,0.581,0.296,0.331,0.671
10.124,1.093,0.021,-10.303,-0.493,-1.420,-1.000,0.914,-1.000,-1.020,9.283,8.087,10.640,64010916.355,7.752,7.746,8.412,8.321,7.716,8.056,8.928,11.481,64010917.195,8.592,8.586,8.951,9.161,8.556,8.897,8.860,0.583,3.136,inf,0.248,0.241,0.908,0.817,0.212,0.552,0.547,3.100,inf,0.212,0.206,0.872,0.781,0.176,0.516
10.707,0.989,0.750,-10.042,0.093,-1.011,-0.040,0.254,0.000,-1.634,8.408,7.642,10.481,58540803.216,7.940,7.876,7.829,7.641,7.492,8.075,9.941,12.780,58540805.515,10.238,10.175,9.827,9.940,9.790,10.374,9.639,0.274,3.114,inf,0.572,0.509,0.462,0.274,0.124,0.708,0.239,3.078,inf,0.536,0.473,0.426,0.238,0.088,0.672
9.816,0.855,0.632,-8.766,0.112,0.209,0.176,0.315,1.000,-1.013,7.754,8.092,11.412,327765136.262,8.829,8.274,7.846,7.642,7.875,8.419,10.154,13.474,327765138.324,10.891,10.336,9.607,9.704,9.937,10.481,9.403,0.552,3.872,inf,1.289,0.734,0.307,0.102,0.335,0.879,0.517,3.836,inf,1.254,0.698,0.271,0.066,0.299,0.843
9.100,1.138,0.430,-8.796,0.055,-0.102,-0.523,0.341,1.000,-1.353,7.443,7.845,11.236,150850832.544,8.543,7.976,7.712,7.088,7.636,8.113,9.503,12.894,150850834.201,10.200,9.634,9.068,8.746,9.294,9.770,8.445,-0.035,3.356,inf,0.663,0.096,-0.168,-0.792,-0.244,0.233,-0.071,3.321,inf,0.627,0.060,-0.204,-0.828,-0.280,0.197
9.808,1.775,0.359,-8.413,-0.089,0.286,0.048,0.574,1.000,-0.122,8.291,8.737,12.008,1318384013.594,9.315,8.783,8.455,8.428,8.382,8.835,10.254,13.524,1318384015.111,10.831,10.300,9.671,9.945,9.898,10.351,9.644,1.007,4.277,inf,1.584,1.052,0.725,0.697,0.651,1.104,0.971,4.241,inf,1.548,1.017,0.689,0.661,0.615,1.068
10.455,2.060,0.257,-8.723,-0.201,0.133,0.204,0.860,1.000,0.420,9.143,9.131,12.108,2448653839.236,9.380,9.162,8.897,9.182,8.685,9.104,10.442,13.420,2448653840.547,10.691,10.474,9.907,10.494,9.996,10.415,10.193,1.580,4.557,inf,1.829,1.611,1.346,1.631,1.134,1.553,1.544,4.522,inf,1.793,1.575,1.310,1.596,1.098,1.517
9.563,1.067,0.645,-8.934,0.208,-0.155,-0.303,0.377,1.000,-1.460,7.474,7.768,11.117,140631134.799,8.528,7.983,7.654,7.242,7.551,8.099,9.857,13.206,140631136.888,10.617,10.072,9.442,9.331,9.640,10.188,9.030,0.095,3.444,inf,0.855,0.310,-0.019,-0.431,-0.123,0.426,0.059,3.408,inf,0.819,0.274,-0.055,-0.467,-0.158,0.390
10.348,0.322,0.383,-10.696,-0.282,-1.397,-0.694,0.428,-1.000,-1.913,8.783,7.440,10.023,17421909.779,7.290,7.283,7.766,7.443,7.231,7.692,9.005,11.589,17421911.344,8.855,8.849,9.030,9.008,8.796,9.257,8.707,0.110,2.693,inf,-0.040,-0.047,0.436,0.113,-0.099,0.362,0.074,2.658,inf,-0.076,-0.082,0.400,0.077,-0.135,0.326
10.528,2.482,0.882,-9.572,0.414,-0.694,0.079,0.382,0.000,-1.608,7.965,7.661,10.729,92696623.388,8.254,8.019,7.737,7.609,7.450,8.078,10.224,13.292,92696625.951,10.817,10.582,10.000,10.172,10.013,10.641,9.871,0.088,3.155,inf,0.680,0.446,0.164,0.036,-0.123,0.504,0.052,3.119,inf,0.645,0.410,0.128,-0.000,-0.159,0.468
9.182,0.591,0.131,-10.302,-0.290,-1.366,-1.000,0.973,-1.000,-2.180,8.122,7.246,10.094,12057686.272,7.227,7.201,7.564,6.849,6.933,7.310,8.306,11.155,12057687.332,8.287,8.261,8.323,7.909,7.993,8.370,7.608,-0.420,2.428,inf,-0.439,-0.465,-0.102,-0.817,-0.733,-0.356,-0.456,2.393,inf,-0.475,-0.501,-0.138,-0.853,-0.769,-0.392
9.556,1.330,0.068,-8.570,-0.369,0.209,-0.123,0.800,1.000,0.052,8.622,8.864,12.012,1197298176.558,9.178,8.847,8.607,8.544,8.450,8.806,9.798,12.946,1197298177.492,10.112,9.781,9.240,9.479,9.384,9.740,9.178,1.125,4.272,inf,1.439,1.107,0.868,0.805,0.711,1.067,1.089,4.236,inf,1.403,1.071,0.832,0.769,0.675,1.031
10.199,0.609,0.180,-10.737,-0.399,-1.738,-0.398,0.397,-1.000,-1.696,9.041,7.597,10.105,19056690.211,7.276,7.272,8.040,7.763,7.386,7.779,8.755,11.262,19056691.368,8.433,8.429,8.896,8.920,8.543,8.936,8.619,0.200,2.707,inf,-0.121,-0.125,0.642,0.365,-0.011,0.382,0.164,2.672,inf,-0.157,-0.161,0.607,0.329,-0.047,0.346
9.447,0.677,0.610,-8.949,0.147,0.003,-0.398,0.910,1.000,-1.520,7.429,7.725,11.082,129068267.983,8.473,7.932,7.556,7.087,7.383,7.920,9.743,13.099,129068270.001,10.491,9.950,9.273,9.104,9.401,9.938,8.803,0.120,3.477,inf,0.869,0.328,-0.048,-0.518,-0.221,0.315,0.084,3.441,inf,0.833,0.292,-0.084,-0.554,-0.257,0.279
9.825,1.747,0.453,-8.602,0.002,0.101,0.000,0.573,1.000,-0.481,8.121,8.477,11.744,707866340.068,9.087,8.582,8.264,8.166,8.142,8.627,10.181,13.448,707866341.772,10.791,10.286,9.666,9.870,9.846,10.330,9.569,0.758,4.025,inf,1.368,0.863,0.544,0.447,0.423,0.907,0.722,3.989,inf,1.332,0.827,0.509,0.411,0.387,0.872
10.312,1.244,0.263,-10.598,-0.276,-1.680,-inf,0.901,-1.000,-1.611,8.987,7.659,10.214,25429111.389,7.430,7.424,8.080,7.916,7.324,7.745,8.984,11.539,25429112.713,8.755,8.749,9.104,9.241,8.649,9.070,8.940,0.178,2.733,inf,-0.051,-0.057,0.599,0.435,-0.157,0.264,0.142,2.698,inf,-0.087,-0.093,0.563,0.399,-0.193,0.228
10.188,0.603,0.621,-10.917,0.044,-1.919,-0.995,0.708,-1.000,-2.769,8.148,6.819,9.509,4477202.726,6.870,6.859,7.336,6.819,6.586,7.127,8.859,11.549,4477204.766,8.909,8.898,9.075,8.859,8.626,9.166,8.558,-0.579,2.111,inf,-0.529,-0.540,-0.062,-0.579,-0.812,-0.272,-0.615,2.075,inf,-0.564,-0.576,-0.098,-0.615,-0.848,-0.307
9.223,0.749,0.458,-8.768,0.031,0.170,-0.237,0.552,1.000,-1.260,7.508,7.913,11.295,194659217.871,8.618,8.047,7.684,7.179,7.629,8.115,9.628,13.009,194659219.585,10.332,9.761,9.097,8.894,9.343,9.829,8.593,0.207,3.588,inf,0.912,0.341,-0.023,-0.527,-0.077,0.409,0.171,3.553,inf,0.876,0.305,-0.059,-0.563,-0.113,0.373
10.671,1.860,0.062,-8.691,-0.491,0.228,0.135,0.801,1.000,1.058,9.749,9.593,12.424,5976373447.114,9.617,9.497,9.319,9.756,9.120,9.474,10.515,13.346,5976373448.036,10.539,10.419,9.940,10.678,10.042,10.396,10.377,2.122,4.953,inf,2.146,2.026,1.848,2.285,1.649,2.003,2.086,4.918,inf,2.110,1.990,1.812,2.249,1.613,1.967
9.588,2.027,0.157,-8.526,-0.179,0.060,-0.222,0.491,1.000,-0.049,8.476,8.790,11.986,1117338122.965,9.194,8.797,8.587,8.482,8.453,8.838,9.902,13.097,1117338124.076,10.305,9.908,9.397,9.594,9.564,9.950,9.293,0.924,4.120,inf,1.328,0.931,0.721,0.616,0.587,0.972,0.889,4.084,inf,1.292,0.895,0.685,0.580,0.551,0.937
9.068,1.272,0.291,-8.697,-0.080,-0.009,-0.517,0.631,1.000,-1.009,7.689,8.095,11.448,244548231.954,8.695,8.171,7.925,7.366,7.777,8.207,9.475,12.828,244548233.333,10.075,9.551,9.004,8.745,9.157,9.587,8.444,0.161,3.514,inf,0.761,0.237,-0.009,-0.568,-0.157,0.273,0.125,3.478,inf,0.725,0.202,-0.044,-0.604,-0.193,0.237
11.079,0.989,0.782,-10.259,0.067,-1.204,0.119,0.434,0.000,-1.542,8.717,7.709,10.417,62407072.378,7.893,7.863,7.963,7.754,7.476,8.070,10.071,12.779,62407074.740,10.255,10.225,10.024,10.117,9.838,10.432,9.816,0.386,3.093,inf,0.570,0.540,0.640,0.431,0.152,0.746,0.350,3.057,inf,0.534,0.504,0.604,0.395,0.117,0.711
9.810,1.290,0.680,-8.762,0.208,0.064,-0.092,0.778,1.000,-1.108,7.653,8.023,11.369,287406690.921,8.807,8.216,7.829,7.605,7.680,8.240,10.180,13.526,287406693.078,10.965,10.373,9.685,9.763,9.837,10.397,9.462,0.385,3.731,inf,1.170,0.578,0.191,-0.032,0.042,0.602,0.349,3.696,inf,1.134,0.542,0.155,-0.068,0.006,0.566
10.840,0.916,0.265,-10.866,-0.413,-1.826,-0.398,0.212,-1.000,-1.354,9.512,7.845,10.201,33755527.348,7.425,7.423,8.315,8.190,7.705,8.126,9.173,11.529,33755528.675,8.753,8.751,9.342,9.518,9.032,9.454,9.217,0.503,2.859,inf,0.083,0.081,0.973,0.848,0.363,0.784,0.467,2.824,inf,0.047,0.046,0.937,0.813,0.327,0.749
10.398,1.274,0.574,-8.838,0.023,0.095,0.236,0.637,1.000,-0.386,8.452,8.546,11.671,827268840.050,9.078,8.718,8.334,8.407,8.190,8.715,10.492,13.617,827268841.996,11.024,10.665,9.979,10.353,10.137,10.661,10.052,1.082,4.206,inf,1.613,1.254,0.869,0.942,0.726,1.250,1.046,4.171,inf,1.577,1.218,0.833,0.907,0.690,1.215
9.288,1.965,0.207,-8.568,-0.179,-0.001,-0.301,0.298,1.000,-0.492,8.076,8.470,11.756,549465603.715,8.976,8.500,8.292,7.941,8.230,8.632,9.681,12.968,549465604.927,10.188,9.712,9.203,9.152,9.442,9.844,8.851,0.475,3.762,inf,0.982,0.506,0.298,-0.054,0.236,0.638,0.440,3.726,inf,0.946,0.470,0.262,-0.089,0.200,0.602
10.646,2.063,0.738,-9.954,0.253,-1.039,-0.222,0.788,0.000,-1.582,8.372,7.680,10.550,65894511.284,8.004,7.926,7.877,7.770,7.363,7.942,9.954,12.825,65894513.558,10.278,10.201,9.850,10.045,9.637,10.217,9.744,0.182,3.052,inf,0.506,0.428,0.378,0.272,-0.135,0.444,0.146,3.016,inf,0.470,0.393,0.343,0.236,-0.171,0.408
9.248,1.293,0.127,-8.819,-0.268,-0.097,0.047,0.664,1.000,-0.623,8.196,8.375,11.569,357675291.606,8.745,8.417,8.232,7.870,8.027,8.402,9.427,12.621,357675292.658,9.797,9.469,8.983,8.922,9.079,9.454,8.621,0.517,3.711,inf,0.887,0.559,0.374,0.012,0.169,0.544,0.481,3.675,inf,0.851,0.523,0.338,-0.024,0.133,0.508
9.772,0.625,0.300,-8.999,-0.213,-0.026,0.087,0.797,1.000,-0.624,8.374,8.374,11.479,394747004.163,8.741,8.480,8.206,8.039,7.999,8.433,9.771,12.876,394747005.560,10.138,9.877,9.302,9.437,9.397,9.830,9.136,0.879,3.983,inf,1.246,0.985,0.711,0.544,0.504,0.937,0.843,3.948,inf,1.210,0.949,0.675,0.508,0.468,0.902
9.858,1.810,0.345,-8.573,-0.110,0.139,-0.046,0.777,1.000,-0.203,8.370,8.679,11.890,1026439764.999,9.187,8.748,8.449,8.428,8.284,8.732,10.167,13.378,1026439766.487,10.675,10.236,9.636,9.916,9.772,10.220,9.615,0.962,4.173,inf,1.470,1.030,0.732,0.711,0.567,1.015,0.926,4.137,inf,1.434,0.995,0.696,0.675,0.531,0.979
9.811,1.419,0.465,-8.323,-0.006,0.502,0.315,0.361,1.000,-0.241,8.082,8.651,11.997,1287610460.265,9.353,8.706,8.295,8.264,8.369,8.858,10.380,13.725,1287610461.993,11.082,10.435,9.723,9.992,10.098,10.586,9.691,0.988,4.333,inf,1.690,1.043,0.631,0.600,0.706,1.194,0.952,4.297,inf,1.654,1.007,0.596,0.564,0.670,1.158
10.258,1.382,0.179,-8.823,-0.353,0.085,0.119,0.807,1.000,0.280,9.102,9.029,11.992,1676025795.897,9.220,9.038,8.813,9.026,8.600,8.993,10.184,13.148,1676025797.053,10.376,10.194,9.667,10.182,9.756,10.148,9.881,1.512,4.476,inf,1.704,1.522,1.296,1.509,1.083,1.476,1.476,4.440,inf,1.668,1.486,1.260,1.474,1.048,1.440
9.061,1.151,0.508,-8.971,0.139,-0.284,-0.317,0.720,1.000,-1.726,7.246,7.576,10.974,78962557.071,8.308,7.759,7.510,6.784,7.280,7.783,9.391,12.789,78962558.886,10.123,9.574,9.024,8.599,9.095,9.598,8.298,-0.326,3.072,inf,0.406,-0.143,-0.392,-1.118,-0.622,-0.119,-0.362,3.036,inf,0.371,-0.179,-0.428,-1.154,-0.658,-0.155
10.061,2.228,0.418,-8.774,0.015,-0.041,0.047,0.623,1.000,-0.347,8.427,8.575,11.722,767067577.916,9.051,8.693,8.409,8.435,8.220,8.693,10.209,13.356,767067579.550,10.685,10.327,9.742,10.069,9.854,10.327,9.768,0.871,4.018,inf,1.348,0.989,0.706,0.732,0.517,0.989,0.835,3.982,inf,1.312,0.954,0.670,0.696,0.481,0.953
10.885,1.080,0.515,-9.805,-0.102,-0.782,0.279,0.743,0.000,-0.748,9.057,8.284,11.017,235301290.936,8.384,8.342,8.382,8.387,7.927,8.432,10.113,12.846,235301292.765,10.212,10.170,9.910,10.216,9.755,10.260,9.915,0.933,3.666,inf,1.032,0.991,1.031,1.036,0.576,1.081,0.897,3.630,inf,0.997,0.955,0.995,1.000,0.540,1.045
9.407,1.340,0.746,-8.630,0.329,0.121,0.064,0.197,1.000,-1.513,7.117,7.730,11.244,171121014.520,8.704,7.905,7.520,7.037,7.609,8.191,10.019,13.534,171121016.809,10.993,10.194,9.508,9.326,9.898,10.480,9.025,-0.073,3.442,inf,0.902,0.103,-0.282,-0.765,-0.193,0.389,-0.108,3.406,inf,0.866,0.067,-0.318,-0.801,-0.229,0.353
10.196,0.682,0.609,-8.993,0.030,0.007,0.333,0.255,1.000,-0.813,8.180,8.237,11.393,389446103.989,8.804,8.446,8.060,7.948,8.039,8.575,10.253,13.409,389446106.005,10.820,10.462,9.775,9.964,10.055,10.591,9.663,0.826,3.982,inf,1.393,1.035,0.649,0.537,0.628,1.164,0.790,3.946,inf,1.357,0.999,0.613,0.501,0.592,1.128
9.412,1.092,0.664,-8.689,0.247,0.063,-0.046,0.242,1.000,-1.404,7.285,7.809,11.266,184953500.850,8.688,7.978,7.618,7.145,7.652,8.207,9.935,13.392,184953502.976,10.814,10.105,9.443,9.271,9.779,10.333,8.970,0.072,3.530,inf,0.952,0.242,-0.118,-0.592,-0.084,0.470,0.036,3.494,inf,0.916,0.206,-0.154,-0.627,-0.120,0.435
10.107,1.423,0.656,-8.167,0.144,0.713,0.279,0.712,1.000,-0.170,7.997,8.703,12.108,1957761195.135,9.562,8.774,8.272,8.337,8.319,8.871,10.813,14.218,1957761197.245,11.672,10.884,10.081,10.447,10.429,10.981,10.146,1.136,4.542,inf,1.996,1.207,0.705,0.770,0.752,1.304,1.101,4.506,inf,1.960,1.171,0.670,0.735,0.716,1.268
10.661,1.092,0.736,-8.717,0.149,0.265,0.199,0.703,1.000,-0.327,8.390,8.589,11.759,1180327111.128,9.249,8.791,8.317,8.394,8.216,8.795,10.860,14.030,1180327113.398,11.519,11.062,10.286,10.665,10.486,11.065,10.364,1.203,4.373,inf,1.862,1.405,0.930,1.007,0.829,1.408,1.167,4.337,inf,1.826,1.369,0.894,0.972,0.793,1.372
10.446,1.392,0.634,-8.807,0.076,0.135,0.255,0.558,1.000,-0.427,8.380,8.517,11.667,837865800.945,9.102,8.704,8.291,8.370,8.182,8.727,10.582,13.732,837865803.010,11.168,10.769,10.055,10.436,10.248,10.792,10.135,1.047,4.197,inf,1.632,1.234,0.821,0.900,0.713,1.257,1.011,4.161,inf,1.597,1.198,0.785,0.865,0.677,1.221
10.199,1.895,0.729,-8.605,0.233,0.194,-0.097,0.791,1.000,-0.663,7.942,8.346,11.657,700047378.164,9.133,8.524,8.101,8.081,7.975,8.551,10.603,13.914,700047380.421,11.391,10.781,10.057,10.338,10.232,10.808,10.037,0.736,4.047,inf,1.524,0.914,0.491,0.471,0.365,0.941,0.700,4.012,inf,1.488,0.878,0.456,0.435,0.329,0.905
10.314,2.188,0.466,-8.811,0.028,0.000,0.114,0.627,1.000,-0.228,8.583,8.661,11.759,967948363.139,9.116,8.794,8.480,8.599,8.298,8.787,10.392,13.490,967948364.870,10.847,10.525,9.910,10.330,10.029,10.518,10.029,1.051,4.149,inf,1.506,1.184,0.870,0.989,0.688,1.177,1.015,4.113,inf,1.470,1.148,0.834,0.953,0.653,1.141
9.500,1.302,0.427,-8.841,-0.002,-0.073,-0.150,0.840,1.000,-0.993,7.848,8.107,11.384,256249509.198,8.699,8.245,7.959,7.642,7.746,8.222,9.758,13.035,256249510.849,10.351,9.896,9.310,9.293,9.398,9.873,8.992,0.352,3.629,inf,0.944,0.490,0.204,-0.113,-0.009,0.467,0.316,3.593,inf,0.908,0.454,0.168,-0.149,-0.045,0.431
9.320,1.896,0.178,-8.810,-0.211,-0.235,-0.398,0.601,1.000,-0.645,8.165,8.359,11.563,354825598.585,8.764,8.416,8.265,7.904,8.027,8.419,9.514,12.718,354825599.740,9.919,9.571,9.119,9.059,9.181,9.574,8.757,0.394,3.598,inf,0.800,0.451,0.300,-0.061,0.062,0.455,0.358,3.563,inf,0.764,0.415,0.264,-0.097,0.026,0.419
